9.166256587,5.755729993,6.453366756,8.557906787,8.346426964,8.142588218,7.465929985,10.79100005,10.32693322,11.3567667,10.79500039,10.32423337,12.5211331,6.437246641
8.836406708,5.705866814,6.318273226,8.062160015,8.383503278,7.61089174,6.955456734,10.60220019,9.976629893,11.4666001,10.73029995,10.39289983,12.23513349,6.245759964
8.925986926,5.871420066,6.18547678,8.19497331,8.084606806,7.881581624,7.190646489,10.47053337,10.18789991,11.48950005,10.70236683,10.36556657,12.66373316,6.369523366
9.015273094,5.758696556,5.88591671,8.164093335,7.054326693,6.897141695,7.169466654,9.626696905,10.17029985,11.37269974,10.69843324,10.35280005,12.6497666,6.42730999
8.974763234,5.827453295,6.041970094,7.887816747,7.27129666,7.254868428,6.877793471,10.12699986,10.1736997,11.4199667,10.59416676,10.38339996,12.5862999,6.45780007
8.335736593,5.610456785,5.696413358,7.909906546,6.914309978,6.207021634,6.789176623,9.386119843,10.14579964,11.37116655,10.77183342,10.98230012,12.43976657,6.451626619
8.742196719,5.927769979,5.890826702,7.606680075,7.501046658,7.403753281,6.653396606,9.98447005,10.07569631,11.41683324,10.53630034,10.45386664,12.59969997,6.593273322
8.924413363,5.437146664,5.193256537,8.046776772,5.793279966,5.682171663,7.015909831,8.089093526,10.24403318,11.24779987,10.80086676,10.72316647,12.6335996,6.418220043
8.924426397,5.563726584,6.35381333,8.168813388,7.817136606,7.657500029,7.19034338,10.57186667,10.10969989,11.36116695,10.63063304,10.42929967,12.62033335,6.366273403
8.773140272,5.79739666,6.102656841,7.774936676,7.658330123,7.493663311,6.872859955,10.45726681,10.12870026,11.41020012,10.52156639,10.33176645,12.68496672,6.414710045
8.899746577,5.815953414,6.019080003,7.703619957,7.527686755,7.062276681,6.824113369,10.17603366,10.06746006,11.45860004,10.50270017,10.47593339,12.60343329,6.49739329
9.254489581,5.691456795,5.904396693,8.288623174,7.311049938,7.098823309,7.139656703,9.913999875,10.17993323,11.49999968,10.6589667,10.43733342,12.71740023,6.349040031
